Quest/Stage Id,Name,LargeImageKey
100000,Prologue: The Forgotten Sky,st08
100001,Chapter 1: The Western Frontier,st00
100002,Prologue: The Forgotten Sky,st08
100003,Chapter 1: The Western Frontier,st00
100005,Prologue: The Forgotten Sky,st08
100006,Prologue: The Forgotten Sky,st08
101000,Chapter 1: The Western Frontier,folca
101001,Chapter 2: Tempest On The Horizon,st01
101002,Chapter 2: Tempest On The Horizon,st01
101003,Chapter 3: Creation Of The Stars,st03
101004,Chapter 3: Creation Of The Stars,st03
101005,Chapter 3: Creation Of The Stars,st03
101F00,Chapter 2: Tempest On The Horizon,st08
102000,Chapter 4: Skies Forever Blue,folca
102002,Chapter 4: Skies Forever Blue,st02
102F00,Chapter 4: Skies Forever Blue,st08
103001,Chapter 5: Shadows In The Snowscape,st03
103F00,Chapter 5: Shadows In The Snowscape,st03
104000,Chapter 6: In Search Of Hope,seedhollow
104001,Chapter 6: In Search Of Hope,st04
104003,Chapter 6: In Search Of Hope,st04
104F00,Chapter 6: In Search Of Hope,st03
104F01,Chapter 6: In Search Of Hope,st08
105001,Chapter 7: Warning Signs,st05
105002,Chapter 7: Warning Signs,st08
105F00,Chapter 7: Warning Signs,st08
105F01,Chapter 7: Warning Signs,st08
106000,Chapter 8: Relink,st06
106001,Chapter 8: Relink,st06
106002,Chapter 8: Relink,st06
106F00,Chapter 8: Relink,st08
107000,Chapter 9: Opposing Wills,st06
107001,Chapter 9: Opposing Wills,st07
107002,Chapter 9: Opposing Wills,st07
107F00,Chapter 9: Opposing Wills,st08
108000,Final Chapter: Id,st08
108001,Final Chapter: Id,st08
108002,Final Chapter: Id,st08
108F00,Final Chapter: Id,st08
200000,"Um Arrependimento Persistente"
200001,"Salvem os Crustáceos"
200002,"Cogumelos milagrosos"
200003,"Vizinhos irritantes"
200100,"Resultados garantidos"
200101,"Pedregulhos da perfeição"
200102,"Céus infestados"
200103,"Sonho ascendente"
200104,"Tempo longo sem reparo"
200200,"Lembranças enregeladas"
200201,"Noites vulneráveis"
210220,"O espírito proibido"
210221,"Interior gélido"
210223,"Para girar de novo"
210225,"Tentativa e reboco"
210227,"Informações à família"
210228,"Lobos à porta"
210229,"Ajuda de longe"
200400,"O jeito gourmet"
200401,"Material fresquinho"
210420,"Caça ao inseto"
210421,"Meu próprio Barril"
210423,"Vendedor incandescente"
210425,"Por Despeito Serpentino"
210427,"Réquiem violento"
210428,"Ira do Véu da Espada"
201002,"Um Talismã Curioso"
201005,"Problemas com as hélices"
201006,"Apoio às nossas tropas"
201007,"Na ponta da lasca"
211021,"Olho por olho, tremor por dilo"
211023,"Asas abomináveis"
211025,"Forja com a cabeça"
211027,"Ossos de resfriamento"
211030,"Magi-morfose"
201102,"Xô, bicharada!"
211121,"Pesquisa delicada"
211123,"Alma na máquina"
211125,"Pesquisa pegajosa"
211130,"Lição oculta"
211230,"Ao desconhecido"
211330,"Ciência escolar"
211430,"Esperando o inesperado"
211530,"Lembranças ventosas"
202002,"Pesquisa prática"
202005,"Bem me lembre, mal me esqueça"
202006,"Tudo com moderação"
202007,"Coletando pedras divinas"
202010,"Purgando os mortos"
212021,"O primeiro passo é o mais difícil"
212024,"Destruir, reduzir, reciclar"
212026,"Suprimentos de água gelada"
212030,"Comércio ardente"
212031,"Pesadelo com uma sombra"
212130,"Luz e sombras"
212230,"Estude com cuidado"
