Quest/Stage Id,Name,LargeImageKey
100000,Prologue: The Forgotten Sky,st08
100001,Chapter 1: The Western Frontier,st00
100002,Prologue: The Forgotten Sky,st08
100003,Chapter 1: The Western Frontier,st00
100005,Prologue: The Forgotten Sky,st08
100006,Prologue: The Forgotten Sky,st08
101000,Chapter 1: The Western Frontier,folca
101001,Chapter 2: Tempest On The Horizon,st01
101002,Chapter 2: Tempest On The Horizon,st01
101003,Chapter 3: Creation Of The Stars,st03
101004,Chapter 3: Creation Of The Stars,st03
101005,Chapter 3: Creation Of The Stars,st03
101F00,Chapter 2: Tempest On The Horizon,st08
102000,Chapter 4: Skies Forever Blue,folca
102002,Chapter 4: Skies Forever Blue,st02
102F00,Chapter 4: Skies Forever Blue,st08
103001,Chapter 5: Shadows In The Snowscape,st03
103F00,Chapter 5: Shadows In The Snowscape,st03
104000,Chapter 6: In Search Of Hope,seedhollow
104001,Chapter 6: In Search Of Hope,st04
104003,Chapter 6: In Search Of Hope,st04
104F00,Chapter 6: In Search Of Hope,st03
104F01,Chapter 6: In Search Of Hope,st08
105001,Chapter 7: Warning Signs,st05
105002,Chapter 7: Warning Signs,st08
105F00,Chapter 7: Warning Signs,st08
105F01,Chapter 7: Warning Signs,st08
106000,Chapter 8: Relink,st06
106001,Chapter 8: Relink,st06
106002,Chapter 8: Relink,st06
106F00,Chapter 8: Relink,st08
107000,Chapter 9: Opposing Wills,st06
107001,Chapter 9: Opposing Wills,st07
107002,Chapter 9: Opposing Wills,st07
107F00,Chapter 9: Opposing Wills,st08
108000,Final Chapter: Id,st08
108001,Final Chapter: Id,st08
108002,Final Chapter: Id,st08
108F00,Final Chapter: Id,st08
200000,"Le regret d'un chasseur"
200001,"Crustacés en danger"
200002,"Champignons miraculeux"
200003,"Voisins gênants"
200100,"Résultats garantis"
200101,"Cailloux décoratifs"
200102,"Infestation céleste"
200103,"Rêve aérien"
200104,"Un petit coup de main"
200200,"Souvenirs de glace"
200201,"Nuits fatidiques"
210220,"La boisson interdite"
210221,"Intérieur de glace"
210223,"Panne de rotation"
210225,"Essuyer les plâtres"
210227,"Au rapport"
210228,"Alerte aux loups"
210229,"Aide à distance"
200400,"La voie du gourmet"
200401,"Nouvelle lecture"
210420,"Chasse aux insectes"
210421,"Rondin personnalisé"
210423,"Cocktail piquant"
210425,"Sus aux serpents"
210427,"Requiem violent"
210428,"Le courroux du Voile de l'épée"
201002,"Une curieuse amulette"
201005,"Problèmes de propulseur"
201006,"Soutien aux troupes"
201007,"Sur le bout de la langue"
211021,"Gare au rocadile"
211023,"Abominations ailées"
211025,"C'est en forgeant..."
211027,"Refroidissement osseux"
211030,"Magimorphose"
201102,"Le petit oiseau doit sortir"
211121,"Technologie sensible"
211123,"Âme mécanique"
211125,"Recherche visqueuse"
211130,"Leçon cachée"
211230,"Vers l'inconnu"
211330,"Cours de chimie"
211430,"Résultat attendu"
211530,"Souvenirs nébuleux"
202002,"Recherche de terrain"
202005,"Fleurs du souvenir"
202006,"Une question de modération"
202007,"Prismes divins"
202010,"Purification des morts"
212021,"Premiers pas"
212024,"Démolir, réduire, recycler"
212026,"Réserves d'eau glacée"
212030,"Commerce enflammé"
212031,"Ombre cauchemardesque"
212130,"Ombre et lumière"
212230,"Étude obscure"
212330,"Eau nourricière"
212430,"Terre à terre"
212530,"Autant en emporte le vent"
203006,"Sécurité renforcée"
203007,"Mauvaise estimation"
203011,"Sculpture de feu"
213021,"Tâtonnements"
213022,"Fort comme un buffle"
213024,"Vision de portails"
213026,"Vision de vitalité"
213032,"Vision de séquestration"
213033,"Vision de fortification"
213034,"Vision de terreur"
203111,"Sculpture de glace"
